Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn_Label,Customer_Value_Proxy_MYR,Churn_Probability,Customer_Segment,Priority_Score,Recommended_Action
Female,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.75,777.3,No,757.5,0.5684931506849316,Low Value + High Risk,430.63356164383566,Use low-cost retention action
Male,No,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),96.4,4911.05,No,4916.400000000001,0.32798165137614677,High Value + Low Risk,1612.4889908256882,Maintain relationship
Female,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,187.35,No,205.5,0.0711743772241993,Low Value + Low Risk,14.626334519572955,No immediate action
Female,No,No,No,6,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),50.95,307.6,No,305.70000000000005,0.19444444444444445,Low Value + Low Risk,59.44166666666668,No immediate action
Male,No,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.5,4318.35,No,4253.5,0.0,High Value + Low Risk,0.0,Maintain relationship
Female,No,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,79.4,4820.55,No,4843.400000000001,0.10276679841897234,High Value + Low Risk,497.7407114624507,Maintain relationship
Female,No,No,No,52,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.75,3038.55,No,3055.0,0.020599250936329586,High Value + Low Risk,62.93071161048689,Maintain relationship
Female,No,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.45,2136.9,No,2080.75,0.10276679841897234,High Value + Low Risk,213.8320158102767,Maintain relationship
Male,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,7472.15,No,7504.7,0.06716417910447761,High Value + Low Risk,504.0470149253731,Maintain relationship
Male,No,Yes,No,45,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),53.3,2296.25,No,2398.5,0.020599250936329586,High Value + Low Risk,49.407303370786515,Maintain relationship
Male,No,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,38.45,No,48.6,0.5437262357414449,Low Value + High Risk,26.42509505703422,Use low-cost retention action
Male,No,No,No,51,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),59.9,3043.6,No,3054.9,0.10276679841897234,High Value + Low Risk,313.9422924901186,Maintain relationship
Male,No,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.95,1506.4,No,1437.0,0.030100334448160536,High Value + Low Risk,43.25418060200669,Maintain relationship
Male,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.15,163.7,No,181.35,0.0711743772241993,Low Value + Low Risk,12.907473309608541,No immediate action
Male,No,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,1640.0,No,1626.0500000000002,0.32798165137614677,High Value + Low Risk,533.3145642201835,Maintain relationship
Male,No,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,3846.35,No,3726.0,0.0,High Value + Low Risk,0.0,Maintain relationship
Female,No,No,No,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5646.6,No,5606.6,0.020599250936329586,High Value + Low Risk,115.49176029962547,Maintain relationship
Female,No,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,79.05,No,82.0,0.0711743772241993,Low Value + Low Risk,5.836298932384342,No immediate action
Male,No,No,Yes,28,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.4,1516.6,No,1523.2,0.10276679841897234,High Value + Low Risk,156.53438735177866,Maintain relationship
Female,No,No,No,39,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.6,2224.5,No,2285.4,0.10276679841897234,High Value + Low Risk,234.86324110671939,Maintain relationship
Male,No,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,84.8,888.75,No,932.8,0.7546583850931677,Low Value + High Risk,703.9453416149069,Use low-cost retention action
Female,No,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.4,4310.35,No,4359.4,0.020599250936329586,High Value + Low Risk,89.80037453183519,Maintain relationship
Male,No,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,42.9,No,40.8,0.06666666666666667,Low Value + Low Risk,2.7199999999999998,No immediate action
Female,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,353.65,No,342.54999999999995,0.030100334448160536,Low Value + Low Risk,10.31086956521739,No immediate action
Female,No,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.45,5073.1,No,5194.75,0.32798165137614677,High Value + Low Risk,1703.7826834862385,Maintain relationship
Female,No,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.8,4526.85,No,4628.4,0.32798165137614677,High Value + Low Risk,1518.0302752293576,Maintain relationship
Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.05,678.45,No,666.4499999999999,0.5684931506849316,Low Value + High Risk,378.8722602739726,Use low-cost retention action
Male,No,No,No,26,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),49.15,1237.3,No,1277.8999999999999,0.10276679841897234,Low Value + Low Risk,131.32569169960473,No immediate action
Female,No,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1023.95,No,969.9999999999999,0.020599250936329586,Low Value + Low Risk,19.981273408239698,No immediate action
Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.65,8182.75,No,8182.8,0.06716417910447761,High Value + Low Risk,549.5910447761194,Maintain relationship
Female,No,No,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.0,4532.3,No,4558.0,0.007067137809187279,High Value + Low Risk,32.21201413427562,Maintain relationship
Male,No,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.95,1444.05,No,1453.2,0.020599250936329586,High Value + Low Risk,29.934831460674157,Maintain relationship
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,19.1,No,19.1,0.35,Low Value + Low Risk,6.6850000000000005,No immediate action
Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),100.55,7325.1,No,7239.599999999999,0.06716417910447761,High Value + Low Risk,486.2417910447761,Maintain relationship
Male,No,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.4,3474.2,No,3434.4,0.5088495575221239,High Value + High Risk,1747.5929203539824,Prioritize retention offer
Male,No,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),75.15,392.65,No,375.75,0.19444444444444445,Low Value + Low Risk,73.0625,No immediate action
Female,Yes,No,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),89.15,3990.75,No,3922.6000000000004,0.32798165137614677,High Value + Low Risk,1286.5408256880735,Maintain relationship
Female,Yes,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.9,7475.85,No,7553.0,0.007067137809187279,High Value + Low Risk,53.37809187279152,Maintain relationship
Male,No,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.5,835.5,No,858.0,0.030100334448160536,Low Value + Low Risk,25.82608695652174,No immediate action
Female,No,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1718.35,No,1721.55,0.020599250936329586,High Value + Low Risk,35.4626404494382,Maintain relationship
Male,Yes,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.5,1193.55,No,1326.0,0.030100334448160536,Low Value + Low Risk,39.91304347826087,No immediate action
Male,No,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,1205.5,No,1119.2,0.5684931506849316,Low Value + High Risk,636.2575342465755,Use low-cost retention action
Male,No,Yes,Yes,68,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),82.85,5776.45,No,5633.799999999999,0.0,High Value + Low Risk,0.0,Maintain relationship
Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,78.9,No,76.0,0.0711743772241993,Low Value + Low Risk,5.409252669039146,No immediate action
Female,No,Yes,Yes,26,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),38.85,1025.15,No,1010.1,0.04878048780487805,Low Value + Low Risk,49.27317073170732,No immediate action
Male,No,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,122.0,No,101.75,0.0711743772241993,Low Value + Low Risk,7.241992882562278,No immediate action
Male,No,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95.0,6602.9,No,6650.0,0.22826086956521738,High Value + Low Risk,1517.9347826086955,Maintain relationship
Male,No,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.4,1712.9,No,1785.6000000000001,0.10276679841897234,High Value + Low Risk,183.50039525691702,Maintain relationship
Female,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),78.45,5682.25,No,5648.400000000001,0.020599250936329586,High Value + Low Risk,116.35280898876405,Maintain relationship
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.3,74.3,No,74.3,0.375,Low Value + Low Risk,27.862499999999997,No immediate action
Male,No,Yes,No,70,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),51.05,3635.15,No,3573.5,0.04878048780487805,High Value + Low Risk,174.3170731707317,Maintain relationship
Female,No,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.2,702.9,No,691.1999999999999,0.030100334448160536,Low Value + Low Risk,20.80535117056856,No immediate action
Female,No,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.1,4454.25,No,4473.099999999999,0.007067137809187279,High Value + Low Risk,31.612014134275615,Maintain relationship
Male,No,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.45,1117.55,No,1070.3,0.5684931506849316,Low Value + High Risk,608.4582191780822,Use low-cost retention action
Male,No,Yes,Yes,13,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.8,930.05,No,946.4,0.38513513513513514,Low Value + Low Risk,364.4918918918919,No immediate action
Male,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.95,110.15,No,113.69999999999999,0.0711743772241993,Low Value + Low Risk,8.092526690391459,No immediate action
Female,No,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.75,1669.4,No,1526.25,0.7546583850931677,High Value + High Risk,1151.7973602484471,Prioritize retention offer
Female,No,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.45,3545.1,No,3546.15,0.32798165137614677,High Value + Low Risk,1163.0721330275228,Maintain relationship
Female,No,No,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,64.1,504.05,No,512.8,0.19444444444444445,Low Value + Low Risk,99.71111111111111,No immediate action
Male,No,No,No,17,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.65,440.2,No,436.04999999999995,0.2679738562091503,Low Value + Low Risk,116.84999999999998,No immediate action
Male,No,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.1,1151.55,No,1126.5,0.0,Low Value + Low Risk,0.0,No immediate action
Female,No,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),95.85,2475.35,No,2492.1,0.32798165137614677,High Value + Low Risk,817.3630733944954,Maintain relationship
Female,No,No,No,23,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.4,1249.25,No,1251.2,0.10276679841897234,Low Value + Low Risk,128.5818181818182,No immediate action
Female,Yes,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,72.75,317.75,No,291.0,0.5684931506849316,Low Value + High Risk,165.43150684931507,Use low-cost retention action
Male,No,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,535.05,No,575.6500000000001,0.030100334448160536,Low Value + Low Risk,17.327257525083617,No immediate action
Female,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,461.3,No,476.25,0.030100334448160536,Low Value + Low Risk,14.335284280936456,No immediate action
Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.85,335.75,No,284.54999999999995,0.7546583850931677,Low Value + High Risk,214.73804347826083,Use low-cost retention action
Female,No,Yes,Yes,69,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),46.25,3121.4,No,3191.25,0.0,High Value + Low Risk,0.0,Maintain relationship
Male,No,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,324.8,No,270.90000000000003,0.0711743772241993,Low Value + Low Risk,19.28113879003559,No immediate action
Male,No,No,No,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,69.6,1394.55,No,1322.3999999999999,0.10276679841897234,Low Value + Low Risk,135.898814229249,No immediate action
Male,Yes,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,90.7,3413.25,No,3537.3,0.5088495575221239,High Value + High Risk,1799.953539823009,Prioritize retention offer
Male,No,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,3143.65,No,3143.4,0.5088495575221239,High Value + High Risk,1599.5176991150443,Prioritize retention offer
Male,No,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,439.75,No,486.0,0.030100334448160536,Low Value + Low Risk,14.62876254180602,No immediate action
Male,No,Yes,No,14,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.8,664.4,No,683.1999999999999,0.19444444444444445,Low Value + Low Risk,132.84444444444443,No immediate action
Female,No,Yes,No,64,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,74.35,4759.55,No,4758.4,0.020599250936329586,High Value + Low Risk,98.0194756554307,Maintain relationship
Female,No,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.35,1033.0,No,967.5000000000001,0.030100334448160536,Low Value + Low Risk,29.122073578595323,No immediate action
Male,No,Yes,Yes,52,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,68.75,3482.85,No,3575.0,0.10276679841897234,High Value + Low Risk,367.3913043478261,Maintain relationship
Male,No,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,100.2,2688.45,No,2805.6,0.5088495575221239,High Value + High Risk,1427.6283185840707,Prioritize retention offer
Female,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.85,435.25,No,437.85,0.020599250936329586,Low Value + Low Risk,9.019382022471909,No immediate action
Female,No,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,307.0,No,328.95000000000005,0.030100334448160536,Low Value + Low Risk,9.90150501672241,No immediate action
Male,No,Yes,No,58,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),45.0,2689.35,No,2610.0,0.2679738562091503,High Value + Low Risk,699.4117647058823,Maintain relationship
Female,No,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,1281.25,No,1300.5,0.020599250936329586,Low Value + Low Risk,26.789325842696627,No immediate action
Male,No,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,48.9,3527.0,No,3520.7999999999997,0.0,High Value + Low Risk,0.0,Maintain relationship
Female,No,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,561.15,No,529.2,0.020599250936329586,Low Value + Low Risk,10.901123595505618,No immediate action
Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,63.6,No,60.0,0.06666666666666667,Low Value + Low Risk,4.0,No immediate action
Female,No,Yes,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,81.3,5129.3,No,5203.2,0.020599250936329586,High Value + Low Risk,107.1820224719101,Maintain relationship
Female,No,Yes,No,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,4285.8,No,4284.0,0.32798165137614677,High Value + Low Risk,1405.0733944954127,Maintain relationship
Female,No,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.3,5894.5,No,5914.3,0.020599250936329586,High Value + Low Risk,121.83014981273408,Maintain relationship
Female,No,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.3,1160.75,No,1177.4,0.0,Low Value + Low Risk,0.0,No immediate action
Male,No,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.85,3091.75,No,3054.8999999999996,0.007067137809187279,High Value + Low Risk,21.589399293286217,Maintain relationship
Female,No,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,272.95,No,297.0,0.0711743772241993,Low Value + Low Risk,21.138790035587192,No immediate action
Male,No,Yes,Yes,66,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),54.65,3632.0,No,3606.9,0.0,High Value + Low Risk,0.0,Maintain relationship
Male,Yes,No,No,12,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.35,381.2,No,352.20000000000005,0.19444444444444445,Low Value + Low Risk,68.48333333333335,No immediate action
Male,No,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.15,1035.5,No,1110.6999999999998,0.020599250936329586,Low Value + Low Risk,22.879588014981266,No immediate action
Female,No,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.1,52.0,No,57.300000000000004,0.06666666666666667,Low Value + Low Risk,3.8200000000000003,No immediate action
Female,No,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,80.55,653.9,No,724.9499999999999,0.5684931506849316,Low Value + High Risk,412.1291095890411,Use low-cost retention action
Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,71.2,No,60.75,0.06666666666666667,Low Value + Low Risk,4.05,No immediate action
Male,No,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.0,4178.65,No,4240.0,0.32798165137614677,High Value + Low Risk,1390.6422018348624,Maintain relationship
Female,No,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.5,1821.8,No,1734.0,0.020599250936329586,High Value + Low Risk,35.7191011235955,Maintain relationship
Female,No,No,No,50,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,79.6,4024.2,No,3979.9999999999995,0.020599250936329586,High Value + Low Risk,81.98501872659175,Maintain relationship
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.25,55.25,No,55.25,0.5437262357414449,Low Value + High Risk,30.040874524714827,Use low-cost retention action
Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),88.05,6520.8,No,6339.599999999999,0.020599250936329586,High Value + Low Risk,130.59101123595502,Maintain relationship
Male,No,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.4,854.9,No,816.0,0.030100334448160536,Low Value + Low Risk,24.561872909698998,No immediate action
Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),117.6,8308.9,No,8467.199999999999,0.007067137809187279,High Value + Low Risk,59.83886925795052,Maintain relationship
Female,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,109.2,No,120.0,0.0711743772241993,Low Value + Low Risk,8.540925266903916,No immediate action
Female,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.65,92.05,No,98.25,0.0711743772241993,Low Value + Low Risk,6.992882562277581,No immediate action
Male,No,Yes,No,48,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),70.55,3420.5,No,3386.3999999999996,0.10276679841897234,High Value + Low Risk,348.0094861660079,Maintain relationship
Female,No,Yes,Yes,64,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,65.8,4068.0,No,4211.2,0.10276679841897234,High Value + Low Risk,432.7715415019763,Maintain relationship
Female,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,337.9,No,340.85,0.030100334448160536,Low Value + Low Risk,10.25969899665552,No immediate action
Male,No,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.0,3168.75,No,3200.0,0.5088495575221239,High Value + High Risk,1628.3185840707965,Prioritize retention offer
Female,No,Yes,Yes,41,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,1412.4,No,1451.3999999999999,0.2679738562091503,High Value + Low Risk,388.9372549019607,Maintain relationship
Male,Yes,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),79.6,3974.7,No,4059.6,0.32798165137614677,High Value + Low Risk,1331.4743119266054,Maintain relationship
Male,No,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,3439.0,No,3290.25,0.5088495575221239,High Value + High Risk,1674.242256637168,Prioritize retention offer
Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,42.45,No,40.9,0.06666666666666667,Low Value + Low Risk,2.7266666666666666,No immediate action
Male,No,No,No,68,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),79.6,5461.45,No,5412.799999999999,0.22826086956521738,High Value + Low Risk,1235.5304347826084,Maintain relationship
Female,No,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.7,571.75,No,592.8,0.0,Low Value + Low Risk,0.0,No immediate action
Male,No,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),77.3,5498.2,No,5411.0,0.020599250936329586,High Value + Low Risk,111.46254681647939,Maintain relationship
Male,No,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.75,96.85,No,89.25,0.5437262357414449,Low Value + High Risk,48.52756653992395,Use low-cost retention action
Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.9,111.05,No,89.8,0.5437262357414449,Low Value + High Risk,48.826615969581745,Use low-cost retention action
Male,No,Yes,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),29.8,94.4,No,89.4,0.5437262357414449,Low Value + High Risk,48.609125475285175,Use low-cost retention action
Female,No,No,No,13,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.95,923.85,No,935.35,0.38513513513513514,Low Value + Low Risk,360.2361486486487,No immediate action
Male,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,141.1,No,145.25,0.0711743772241993,Low Value + Low Risk,10.338078291814947,No immediate action
Male,No,Yes,Yes,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.3,628.65,No,675.5999999999999,0.19444444444444445,Low Value + Low Risk,131.36666666666665,No immediate action
